,ID,Innings,Venue,batsman1,batsman2,batsman3,batsman4,batsman5,batsman6,bowler1,bowler2,bowler3,bowler4,bowler5,tot_runs,batsman1_strike_rate,batsman1_batting_avg,batsman2_strike_rate,batsman2_batting_avg,batsman3_strike_rate,batsman3_batting_avg,batsman4_strike_rate,batsman4_batting_avg,batsman5_strike_rate,batsman5_batting_avg,batsman6_strike_rate,batsman6_batting_avg,bowler1_economy,bowler1_bowling_avg,bowler2_economy,bowler2_bowling_avg,bowler3_economy,bowler3_bowling_avg,bowler4_economy,bowler4_bowling_avg,bowler5_economy,bowler5_bowling_avg
21,1304110,2,"Dr DY Patil Sports Academy, Mumbai",PBB Rajapaksa,S Dhawan,JM Bairstow,LS Livingstone,NA,NA,KK Ahmed,Lalit Yadav,A Nortje,SN Thakur,NA,54,124.76851851851852,18.666666666666668,108.27256295114648,38.036144578313255,127.58245210860524,49.642857142857146,147.87271551977437,33.5,0,0,0,0,8.203125,32.8125,7.25,29.0,7.882352941176471,26.8,8.724137931034482,36.142857142857146,0,0
22,1304109,1,"Brabourne Stadium, Mumbai",YBK Jaiswal,SV Samson,JC Buttler,NA,NA,NA,Mohsin Khan,Avesh Khan,PVD Chameera,NA,NA,51,115.0545237057554,30.5,105.5171190834352,30.272727272727277,125.41178130297332,49.2,0,0,0,0,0,0,5.5625,14.833333333333334,8.275862068965518,30.0,8.416666666666666,28.857142857142858,0,0,0,0
23,1304109,2,"Brabourne Stadium, Mumbai",KH Pandya,Q de Kock,KL Rahul,A Badoni,DJ Hooda,NA,TA Boult,M Prasidh Krishna,NA,NA,NA,34,160.69023569023568,21.5,114.36517255005649,37.13636363636363,112.9144170865236,57.142857142857146,8.333333333333332,1.0,94.33643279797124,89.0,0,0,7.2988505747126435,31.75,8.170454545454545,47.93333333333333,0,0,0,0,0,0
24,1304108,1,"Wankhede Stadium, Mumbai",MM Ali,RD Gaikwad,DP Conway,NA,NA,NA,Yash Dayal,Rashid Khan,Mohammed Shami,HH Pandya,NA,47,83.59589314194577,26.857142857142858,93.97268274792168,34.8,89.7013366750209,28.33333333333333,0,0,0,0,0,0,9.333333333333334,28.0,7.857142857142857,30.55555555555556,7.651933701657459,47.75862068965517,8.513513513513514,45.0,0,0
25,1304108,2,"Wankhede Stadium, Mumbai",Shubman Gill,WP Saha,NA,NA,NA,NA,MJ Santner,Mukesh Choudhary,Simarjeet Singh,NA,NA,53,110.46081606291246,40.09090909090909,113.21910425644934,27.77142857142857,0,0,0,0,0,0,0,0,8.461538461538462,55.0,8.5625,24.90909090909091,8.466666666666667,42.333333333333336,0,0,0,0
26,1304107,1,"Maharashtra Cricket Association Stadium, Pune",VR Iyer,N Rana,AM Rahane,NA,NA,NA,T Natarajan,M Jansen,B Kumar,NA,NA,55,106.17361181989664,30.818181818181817,98.63062767108045,38.785714285714285,96.78070320910912,32.523809523809526,0,0,0,0,0,0,8.121212121212121,29.77777777777778,7.875,37.8,6.171821305841925,32.654545454545456,0,0,0,0
27,1304107,2,"Maharashtra Cricket Association Stadium, Pune",KS Williamson,RA Tripathi,Abhishek Sharma,NA,NA,NA,UT Yadav,AD Russell,TG Southee,SP Narine,NA,31,95.4677731777835,35.92307692307692,121.82450138036552,33.869565217391305,116.19602491806438,42.57142857142857,0,0,0,0,0,0,7.829383886255924,31.16981132075472,8.19672131147541,27.77777777777778,7.96078431372549,47.76470588235294,6.692857142857143,39.04166666666666,0,0
28,1304106,1,"Brabourne Stadium, Mumbai",S Dhawan,JM Bairstow,NA,NA,NA,NA,Mohammed Siraj,JR Hazlewood,GJ Maxwell,NA,NA,83,108.27256295114648,38.036144578313255,127.58245210860524,49.642857142857146,0,0,0,0,0,0,0,0,8.808080808080808,41.523809523809526,7.452830188679245,32.916666666666664,9.0,45.0,0,0,0,0
29,1304106,2,"Brabourne Stadium, Mumbai",RM Patidar,GJ Maxwell,V Kohli,F du Plessis,MK Lomror,NA,R Dhawan,K Rabada,Harpreet Brar,Arshdeep Singh,NA,44,84.65920190920191,53.5,117.27073375144344,23.33333333333333,101.37329644052625,37.45614035087719,112.06102799701122,43.52941176470589,128.83333333333331,14.0,0,0,7.823529411764706,33.25,8.195876288659793,31.8,10.428571428571429,73.0,8.280701754385966,31.466666666666665,0,0
30,1304105,1,"Wankhede Stadium, Mumbai",AT Rayudu,MM Ali,DP Conway,S Dube,RD Gaikwad,RV Uthappa,DR Sams,JJ Bumrah,RP Meredith,NA,NA,32,86.67248748801266,33.78260869565217,83.59589314194577,26.857142857142858,89.7013366750209,28.33333333333333,67.22222222222223,30.0,93.97268274792168,34.8,110.56833854761078,33.95,7.133333333333334,26.75,6.858064516129033,34.29032258064516,8.214285714285714,57.5,0,0,0,0
31,1304105,2,"Wankhede Stadium, Mumbai",RG Sharma,HR Shokeen,DR Sams,T Stubbs,Tilak Varma,Ishan Kishan,Mukesh Choudhary,Simarjeet Singh,NA,NA,NA,36,96.96599230179808,30.25925925925926,20.0,1.0,14.285714285714285,1.0,0.0,0.0,64.62962962962963,19.0,97.1470798503979,56.583333333333336,8.5625,24.90909090909091,8.466666666666667,42.333333333333336,0,0,0,0,0,0
32,1304104,1,"Dr DY Patil Sports Academy, Mumbai",YBK Jaiswal,R Ashwin,JC Buttler,NA,NA,NA,AR Patel,C Sakariya,A Nortje,SN Thakur,NA,43,115.0545237057554,30.5,79.2918192918193,14.5,125.41178130297332,49.2,0,0,0,0,0,0,7.486111111111111,41.46153846153846,6.857142857142857,38.4,7.882352941176471,26.8,8.724137931034482,36.142857142857146,0,0
33,1304104,2,"Dr DY Patil Sports Academy, Mumbai",KS Bharat,DA Warner,MR Marsh,NA,NA,NA,R Ashwin,TA Boult,M Prasidh Krishna,NA,NA,38,104.375,32.5,113.20491191289184,45.21875,114.64318064182194,38.333333333333336,0,0,0,0,0,0,6.721590909090909,25.717391304347824,7.2988505747126435,31.75,8.170454545454545,47.93333333333333,0,0,0,0
34,1304103,1,"Maharashtra Cricket Association Stadium, Pune",Shubman Gill,MS Wade,WP Saha,HH Pandya,NA,NA,Mohsin Khan,Avesh Khan,PVD Chameera,NA,NA,35,110.46081606291246,40.09090909090909,104.71890682417,22.6,113.21910425644934,27.77142857142857,77.02075702075702,31.0,0,0,0,0,5.5625,14.833333333333334,8.275862068965518,30.0,8.416666666666666,28.857142857142858,0,0,0,0
35,1304103,2,"Maharashtra Cricket Association Stadium, Pune",KH Pandya,Q de Kock,KS Sharma,KL Rahul,DJ Hooda,NA,Yash Dayal,Mohammed Shami,HH Pandya,NA,NA,37,160.69023569023568,21.5,114.36517255005649,37.13636363636363,100.0,4.0,112.9144170865236,57.142857142857146,94.33643279797124,89.0,0,0,9.333333333333334,28.0,7.651933701657459,47.75862068965517,8.513513513513514,45.0,0,0,0,0
36,1304102,1,"Dr DY Patil Sports Academy, Mumbai",VR Iyer,N Rana,AM Rahane,NA,NA,NA,DR Sams,JJ Bumrah,K Kartikeya,M Ashwin,RP Meredith,64,106.17361181989664,30.818181818181817,98.63062767108045,38.785714285714285,96.78070320910912,32.523809523809526,0,0,0,0,0,0,7.133333333333334,26.75,6.858064516129033,34.29032258064516,16.0,16.0,9.333333333333334,70.0,8.214285714285714,57.5
37,1304102,2,"Dr DY Patil Sports Academy, Mumbai",Tilak Varma,Ramandeep Singh,RG Sharma,Ishan Kishan,NA,NA,AD Russell,TG Southee,SP Narine,PJ Cummins,NA,37,64.62962962962963,19.0,50.0,2.0,96.96599230179808,30.25925925925926,97.1470798503979,56.583333333333336,0,0,0,0,8.19672131147541,27.77777777777778,7.96078431372549,47.76470588235294,6.692857142857143,39.04166666666666,8.305555555555555,37.375,0,0
